account_number,account_name,balance,account_type,recent_transactions,bank_code,status
6721746086,Thomas Barnett,516011.6,Personal,2561.44;991.02;4041.01;6116.97;1881.33;6399.59,GHI,inactive
3929431801,Brandi Lowe,643246.57,Loan,379.21;981.57;1465.75;4657.42;2183.5;2550.15;8831.98;4419.95,XYZ,inactive
5618282269,Justin Carey,28804.77,Business,8141.1;6951.12;9504.75;7759.27,JKL,inactive
7487446195,Richard Hernandez,6671.1,Loan,8553.51;2305.59;7520.95;4417.2,XYZ,active
5085823015,Nicholas Schmidt,123545.16,Savings,4727.56;3481.32,GHI,closed
1440682756,Jeremy Wright,940500.78,Personal,9217.07;5874.87,XYZ,active
5539349623,Heather Powell,629526.78,Personal,3903.64;5214.59;4633.08;1648.11;4454.6;3750.53;5004.24;457.87,ABC,inactive
6751935540,Brent Miller,227161.59,Savings,4542.53;4446.48;3044.62;7417.25;137.94;9867.03,XYZ,closed
2743186619,Darlene Crosby,734995.63,Personal,2243.83;5751.0;5819.5,ABC,active
7400971752,Andrew Patrick,911928.57,Savings,7431.84;1537.36;2714.76;794.74;2458.88;128.1;3568.89,JKL,active
2705366048,Michael Armstrong,416169.72,Savings,9994.83;4721.38;9465.84;902.01;9370.81;4756.92;2699.83;9955.08;9438.06;2559.62,DEF,inactive
4648837488,Timothy Mann,972772.08,Savings,8617.97;5165.94;2599.86;6397.82;5214.7;1469.79;9720.4,JKL,active
8577613196,Melinda Wilson,413097.53,Savings,9295.49;3399.34;4669.04;4249.73;8310.22;6354.29,GHI,active
4471961775,Denise Green,447541.73,Personal,2609.4;7013.93;8387.77;5772.23;9681.61;682.5;3488.28;870.96;6865.71,GHI,active
5200702610,Catherine Lee,925671.96,Savings,1831.83;9367.16;8562.03;7288.61;4411.96,ABC,inactive
7085465011,Blake Escobar,333192.94,Loan,9988.33;9710.95;581.11;1803.82;4016.72;4838.11;5548.72,JKL,closed
8058317929,Carlos Taylor,183593.71,Savings,100.38;7002.79;8558.65;7913.67;7794.13;1599.87,JKL,closed
9367147683,Samantha Melendez,282778.02,Personal,6153.45;8770.5;1723.68;8828.45;7115.36;9823.99;8182.54;4735.38;4808.4,GHI,inactive
6391469458,Dustin Johnson,794333.95,Savings,7306.08;8268.05;7676.95;4786.1,XYZ,inactive
4895398480,Diana Pierce,912547.78,Savings,4184.59;4334.45;1653.62;5343.26;181.9;791.53;166.43;680.37;158.75;5331.57,ABC,inactive
9303580428,Anthony Harris,166713.87,Loan,8644.84;6339.24;3097.5;4290.12;1153.2;6227.05;6865.54;4760.02,XYZ,closed
9275359871,Jordan Davis,875141.34,Loan,4245.35;4265.57;7754.76,XYZ,inactive
9122533230,Patricia Smith,73741.27,Personal,7362.22;6887.72;9918.57;821.58;8446.95;1283.64;9672.91;2191.66,DEF,closed
2052072412,Dr. Justin Cooper,686725.19,Business,7899.34;5001.91;4293.41;6397.06;8473.58;7134.15;9239.87;1099.76,DEF,active
1833270695,Laura Walker,972811.28,Loan,7806.28;8887.1;3018.45;3685.69;1229.29,GHI,closed
6842173348,Charles Bailey,97520.71,Savings,4257.72;9627.84;9276.51;7584.48;343.73,GHI,closed
5058048736,Dr. Andrew Simon,427075.64,Business,840.07;1862.49;2987.89;9966.67,JKL,active
1845507952,William Keith,359115.28,Business,3456.43;3675.28;9680.22;6520.0;3811.09;5577.42;2199.41;6364.62,XYZ,active
7764649595,Rebecca Davis,284222.94,Personal,1762.53;9028.51;8377.56;6710.56;5748.14;5449.53;6078.17;3237.75,GHI,inactive
8868937363,Jasmine Chen,336947.76,Savings,8192.14;8992.75;7973.78;2949.05;3211.29;3368.04;819.65;638.43,DEF,closed
6851123927,Christopher May,448125.0,Loan,6074.78;8936.49,ABC,closed
5027969587,Mark Cole,819594.86,Savings,5196.51;7877.18;149.59;5050.83;9879.6;2358.54;6896.64,XYZ,closed
4774244691,Crystal Reynolds,331621.6,Personal,3113.31;4348.98;6385.64;7045.12;4306.81;4570.5;2603.95;448.33;6408.32;8476.27,DEF,inactive
5930680670,Johnny Murphy,536938.54,Personal,1411.89;9208.79;9342.56;7397.71;9562.8;9263.92;9363.44;2215.12;1160.37,GHI,inactive
3337336991,Deanna Young,742696.07,Loan,1158.69;359.49;7349.16;8268.66;8761.45;8212.26;4745.57,XYZ,closed
9486325318,Mr. Paul Higgins DDS,93635.33,Personal,2491.91;1534.51;390.24;896.48;2689.73;754.58;8928.16,XYZ,closed
7183733222,Anthony Colon,83046.01,Loan,9105.2;5237.15;8832.21;9908.04;4161.41;6694.5,XYZ,inactive
8562587063,Angie Barron,765624.19,Personal,1122.71;4208.05;464.98;6461.43;9440.58;686.38;9348.41;9188.49;2969.82;4129.39,DEF,active
1833862351,Heather Owens,205072.19,Personal,9076.33;869.96;3968.0;2569.06;4124.9,GHI,inactive
6479891000,Jacob Payne,385494.25,Loan,994.37;3944.23;2953.06;3177.74;1818.39;9019.23;7738.92;8952.26,XYZ,inactive
6460900949,Pamela Mitchell,635402.92,Savings,7914.43;8343.14;4446.98;4823.83;7561.16;707.79;6575.54;3281.19;5520.64;1549.68,GHI,closed
8956772867,Elizabeth Martin,39355.01,Loan,8552.98;2840.16;2673.37;9868.27,GHI,active
6467134174,Nicholas Morris,808438.9,Savings,4666.08;7987.96;2799.91,ABC,closed
4909239135,Michael Anderson,346635.78,Savings,4287.12;6298.98;1835.25;4379.96;6534.66;3550.05;6317.39;1485.21,XYZ,active
8886063322,Melissa Pearson,470911.06,Business,4119.83;6829.85;5603.08;3303.43;2364.99;7595.29,XYZ,closed
4743436598,Eric Allen,104995.2,Savings,5327.03;9021.92;6192.96;6208.79;4233.96;5761.57;9739.0;9513.18,DEF,closed
1343842797,Emily Curry,845467.4,Business,5756.73;219.88;8079.95;6418.52;2335.99;7972.68;3826.57,XYZ,inactive
3116910626,Ryan Montgomery,525685.69,Loan,4825.33;8722.44;3995.79;7007.1;7876.15;6795.31;9757.26,ABC,active
8306795427,Douglas Edwards,951888.96,Savings,1020.87;8711.61;1159.63;7217.31;9933.28;2987.82;4843.15;424.13,JKL,closed
7001785118,Lauren Reeves,153225.95,Loan,8011.38;9473.33;3429.11;6333.81;2376.51;2792.92;162.01,ABC,inactive
9520431061,Evan Hughes,292486.38,Business,6222.73;4603.3;5163.88;9589.59;7292.56;8786.02;8830.27;3848.32;8672.43,DEF,active
7271121376,Leah Smith,6829.76,Personal,620.63;7418.53;4045.56;3227.22;4686.6;2645.05;7504.25;9562.6;2749.64,GHI,inactive
3048496347,Joseph Moran,538142.75,Business,3017.18;4742.48,DEF,active
7336282499,Todd Schwartz,828293.1,Business,8595.56;2464.52;7898.58;8806.85;8479.88;787.3;9139.37,ABC,active
3250306321,Alicia White,713585.65,Business,4312.86;1609.15;807.68;1325.99;6442.44;8344.71;125.29,ABC,closed
9136608061,Bruce Harrington,639893.23,Savings,3706.29;628.29;667.54;1676.77;6591.2;8384.74;9996.87;578.17;955.95;9176.94,XYZ,inactive
8145782540,Dr. Elizabeth Murray DVM,318756.41,Savings,7987.74;5801.79,DEF,inactive
7777645569,Jessica Thomas,539441.5,Loan,9028.29;5474.48,ABC,active
8851522347,Christine Smith,674427.79,Business,645.7;694.78;1644.59;2776.25,XYZ,closed
9223698068,Amy Lewis,591246.81,Business,9910.83;4567.26;3906.82;8397.46;7997.74;7269.61;1567.18,JKL,active
9787952166,David Hall,204178.55,Personal,8115.32;460.26;1621.04;7876.81;5629.91;1195.02;5083.47,JKL,closed
8452131047,Tyler Reilly,102589.97,Business,1825.01;3105.45,JKL,inactive
1498674092,Melissa Holt,658937.85,Savings,3952.21;3863.94;4468.31;2720.93;7283.56;2620.43;6425.16,DEF,inactive
1948295019,Jennifer Olson,19593.9,Business,2324.82;9407.19;4860.49;9608.81;9163.58,DEF,inactive
5614589851,Bradley Martinez,988150.59,Personal,4207.68;1759.24;8625.79;4563.27;3848.72;4523.12;821.63;5183.01;2794.89,DEF,inactive
9898774503,Dr. Jordan Kelly,77385.58,Business,6522.6;5018.88;950.04,ABC,closed
4284731501,Billy Fleming,788788.74,Savings,5603.81;6512.74;3044.95,ABC,active
4724550381,David Cole,972347.61,Personal,8887.33;9038.74;5534.98;8701.07;976.93;5920.96;5607.3;1536.06;8125.79,XYZ,inactive
1799048771,Jennifer Hodge,908871.75,Loan,7504.02;5913.62;8999.71;5394.97;2087.42;563.2;2818.01;8241.38;9853.63,ABC,inactive
7666620628,Steven Jordan,117082.42,Savings,3030.44;863.76;5784.0;3854.98;2580.57;8323.12;9340.72;5156.86;5153.65;8576.04,XYZ,inactive
6860765148,Steven Browning,443907.56,Savings,9439.78;4500.58;3815.93;3454.23;6974.89,JKL,inactive
9546730187,Lawrence Parker,103740.79,Business,7385.99;6316.24;3864.25;9796.7;1386.22;3498.78;9728.84;8933.19;4257.64,DEF,active
2827656885,Kelly Buchanan,561810.62,Personal,786.19;2312.5,GHI,active
2531463955,Rita Hall,748129.25,Business,8046.88;4415.48;5126.62,DEF,active
8856936380,Arthur Castro,40143.24,Savings,1762.43;3503.49;3891.42;4192.19;8361.81;8463.41,JKL,active
5545095377,James Rice,761940.17,Loan,8360.13;2027.39;8969.71;2288.09;4596.71;1745.46;8316.53;6704.45,DEF,active
2907850634,Steve Murphy,959361.14,Business,4524.2;2764.29;9607.4;2280.47,JKL,active
3386719633,Jessica Whitney,940521.81,Business,9541.85;8741.62;209.55;8739.29;537.57;4826.51;3380.78;1311.96;1442.14,XYZ,active
5896905018,Jimmy Smith,133115.83,Loan,5118.08;5747.76;108.35;2923.39;4581.1,JKL,closed
7153268980,Brenda Griffin,298098.65,Loan,6010.71;1219.83;5518.98;5957.86;6737.73;1045.27;7206.97,XYZ,closed
8140085231,Lindsey Castillo,414416.83,Loan,3958.09;5355.43;9766.51;3582.36;267.53;6421.53;2821.71;9675.89;6609.39;4174.69,GHI,closed
8366915387,Amy Mitchell,189178.52,Business,9450.85;2205.98;9700.2;4629.73;9126.55,XYZ,closed
2679876845,Denise Ross,376579.58,Savings,7996.31;8266.3;9591.04;7556.73;8398.15;1054.64;4529.57;5206.1;1046.79,DEF,active
1228932346,Nathan Walters,615904.99,Personal,9635.69;7021.81;740.09;4308.83,ABC,inactive
8201524171,Henry Johnson,623946.26,Loan,9284.88;118.69;4475.85;5493.54;9428.5;331.31;9494.34;4970.08;3865.3,XYZ,inactive
9701420969,Kevin Wright,390437.5,Business,5421.02;7312.44;3299.62;7281.1;5124.49;8600.83,GHI,closed
2680049346,Charles Gomez,940354.8,Savings,5645.98;2032.73;2553.22;2052.02;5436.03;3027.46;9161.93;6001.45;9839.79;3987.46,XYZ,inactive
5423821910,Ronald Ward,865736.38,Loan,187.77;6343.86;5526.65;6672.83;7050.48;7799.38;9386.1;8008.07;8289.64;8043.26,GHI,inactive
8275280671,James Poole,584876.86,Loan,8265.73;645.94;9067.37;3467.98;4255.82,ABC,closed
7665395510,Victoria Smith,531275.8,Personal,9432.86;8091.67,JKL,active
7201595427,Gary Reyes,440131.86,Loan,908.94;6965.97;1517.51;1239.99;8213.82;7658.44,DEF,active
7257958716,Vincent Perez,497963.16,Personal,1659.89;7079.58,ABC,inactive
9737543051,Jennifer Gilbert,755047.29,Savings,4299.77;845.32;8495.31;3209.1;1828.7;7541.78;6307.63;3385.82;2629.11;7435.57,GHI,inactive
8386243949,Mark Collins,919676.77,Savings,5825.8;4165.15;8701.0;6159.44,ABC,active
1686578557,Jeffrey Mcbride,883464.11,Business,1718.04;7427.31,GHI,inactive
3507235306,Travis Salazar,447265.01,Business,4282.6;2305.72;3686.43,XYZ,active
5998382851,Cindy Allen,996647.78,Business,2599.73;6907.08;114.5;6107.49;1267.41;199.47;6325.15;9225.53,ABC,inactive
8385318243,Scott Bell,101924.95,Loan,970.74;1475.34,XYZ,closed
1408201443,Timothy Reed,643664.12,Loan,3093.28;768.52;2792.8;3479.69;3548.83;6105.45;386.24;4264.59;2162.61,DEF,active
9618749831,Nicole Malone,579107.24,Business,7428.17;8064.6;5704.14;2154.65;8816.13;6171.33;9034.28;9812.78;1898.06;3877.74,JKL,active
2997936554,Christopher Thomas,812994.28,Loan,8836.05;701.87,DEF,inactive
8232471243,Amy Wallace,299595.24,Personal,2626.44;9097.75;7901.64;240.23,XYZ,inactive
4940844832,Robert Thomas,403843.18,Savings,7771.14;4970.18;9145.84;1429.41;6818.18;9292.77;4019.87,XYZ,active
1856683890,Frank Long,42616.32,Loan,3607.42;9549.29;8539.35;410.75,GHI,closed
9267804217,Lisa Green,151437.05,Loan,8052.51;1869.24;2776.46;4237.03;8419.6;7560.05;2093.94,ABC,closed
7551522013,Ebony Green,269251.44,Loan,2621.68;4014.46;5272.22;1590.04;5615.27;1694.18,DEF,inactive
9562919738,Steven Warner,987644.45,Loan,5392.72;8912.5;4310.83;5846.33;8745.93;6124.25;5684.72;1540.67;9267.58;9168.55,DEF,inactive
7769049376,Kimberly Morris,112197.89,Loan,4979.5;3988.58,ABC,active
6559029732,Alyssa Rivera DDS,659591.44,Personal,2657.89;9841.16;5521.55;3225.81;9649.58;1180.11,ABC,closed
6327008829,Timothy Cunningham,5604.9,Loan,4284.61;1890.54;7866.24;6103.64;321.22;1930.17;2600.55;1697.79,GHI,active
2223249010,Garrett Brown,591252.73,Personal,8717.86;9667.48;6042.34;9453.42;7793.44,ABC,inactive
9972440483,Donald Kim,49155.6,Loan,5370.75;720.39;3481.9,GHI,inactive
1510311298,Charles Parker,911598.15,Personal,2288.95;1258.04;3484.56;2302.82;3983.46;940.78;531.67;6099.93;6813.55;1889.93,DEF,active
2146037952,Jennifer Dawson,818544.22,Business,9243.84;6569.58;1447.79;4181.84;2182.43;4489.18;1607.82;7257.43,JKL,closed
6631901569,Brian Mays,477542.69,Loan,3958.13;608.84;8705.16;8949.18;1860.91;6728.05,ABC,closed
8276810699,David Bartlett,718316.12,Savings,7245.24;5332.78;3829.05;5523.2,GHI,inactive
5603587001,Stacey Lane DDS,89107.61,Savings,4011.55;4616.49;1788.95;4914.64;173.65;426.42,XYZ,active
6354545121,Brandon Evans,214424.17,Loan,3763.09;1977.33,ABC,inactive
8091147818,Donald Brooks,191384.3,Business,8167.78;2770.62;9238.14;6454.02;2174.88,DEF,closed
9739164520,Jennifer Page,177477.84,Savings,7392.28;4013.69;9285.92,GHI,closed
4659326698,Glenda Bell,227313.31,Personal,3806.61;5505.65;943.49,DEF,active
3068482598,Elizabeth Sanchez,976864.02,Business,3742.13;7857.6,ABC,active
2698630122,Erica Kemp,298051.86,Loan,9271.19;4604.18,XYZ,inactive
9230781226,Luke Adkins,277575.25,Personal,2491.71;6670.38;5732.39;9908.46;2108.35;6286.33,DEF,inactive
4539011119,Monica Richardson,507196.5,Business,4007.39;5537.76;9624.46,JKL,closed
1819903230,Carly Ross,853027.78,Loan,1028.85;5252.7;3945.47;1948.26;217.48;5309.76,GHI,active
7728697107,Joseph Warren,971732.64,Loan,399.61;574.95;7486.27;2714.05,JKL,closed
4875453695,Theresa Peterson,928856.38,Personal,3678.72;4226.4;1427.78;2706.74;731.36;474.37;4195.95;8515.68;6658.5;8491.7,DEF,active
3304927467,Eric Valenzuela,858992.93,Loan,887.57;7151.76;2454.71;9914.57;2793.64;2221.2;8367.01;1981.54;6470.41;6899.4,JKL,inactive
7116939848,Justin Combs,729561.09,Savings,2950.72;3869.38,JKL,inactive
7286351973,Keith Bishop,302857.26,Personal,125.7;1673.11;5675.03;1910.73;3598.52;7446.52;3053.29;317.38;9477.19;3430.08,ABC,closed
7274771207,Janet Coleman,449024.83,Business,3713.93;7374.47;5658.32;604.95,ABC,closed
6182080633,Taylor Evans,405511.53,Business,3013.87;6342.89;1511.67;5047.52;4240.96;9043.74;8018.79;4496.17;4112.17;3901.95,ABC,active
7057756324,Jose Kim,635313.06,Personal,4222.92;2264.31;8647.94;7092.57,XYZ,active
6579005770,William Wang,367266.41,Personal,8328.73;7179.15;9399.62;3276.11;4909.9;2828.6;4883.98;7168.43;1834.91;8310.23,XYZ,inactive
9756920291,Nicole Taylor,288391.01,Business,6095.38;799.18;6577.64;7082.81;1898.81;2398.98;9406.18;2866.15;4865.38;8256.47,ABC,inactive
8238103122,Tracy Morris,872479.29,Business,5873.77;8208.76;5318.94;8945.16,DEF,closed
2070393202,Eric Cummings Jr.,271519.26,Loan,4619.53;9826.43;4759.39;1597.39;8458.84,ABC,closed
2831216492,Crystal Miller DDS,651635.16,Savings,3777.86;5545.34;8332.33;3005.19,XYZ,active
6652694468,James Wu,710253.81,Personal,636.33;9234.54;1088.13;6482.1;1723.1;8627.46;6135.09,DEF,inactive
9126763970,Mr. Danny Valdez,335717.76,Personal,3151.74;3871.6;9266.43;5743.49;980.56;2472.85;8912.07,ABC,closed
6986168274,Kristen Ingram,572942.86,Business,8278.09;5302.8;3028.09,DEF,active
1339098871,Joshua Perkins,556052.91,Personal,8956.05;2466.93;6618.5;3965.38;9445.23;1630.53,DEF,active
1998177793,Richard Phelps,433198.77,Savings,4481.87;130.91;7275.84;5664.03;9893.21;9559.61;582.39;6843.84;9585.42,GHI,closed
4085540276,Troy Adkins,276465.31,Business,7229.62;3866.6;8058.95;5007.95;3968.38;4996.25;690.67;5518.81;636.26;4873.66,JKL,closed
3882735115,Steven Phillips,248090.62,Savings,6510.17;1055.56;3830.99,GHI,closed
9609612499,Jesse Holder,851970.91,Personal,7322.74;417.43;4607.43;6159.64;631.78,JKL,active
2392174550,Kerri Cox,269045.12,Savings,9719.54;1094.9;9373.0;5503.96;5335.69;432.67;166.94,JKL,closed
9112234793,Erik Santiago,288936.88,Personal,1528.47;6411.1;3491.25;2848.1;8250.37;8495.47,JKL,active
7406690778,Benjamin Glover,614894.91,Loan,2468.16;4161.76;4661.53,DEF,inactive
6957883487,David Henson,947841.79,Personal,7972.02;4150.15;798.03;2088.94;769.49;1636.31;1052.85;2863.14,JKL,active
1309227585,Dawn Guzman,551157.93,Business,5558.68;3973.28;1372.17;3037.86;4250.63;2100.6;9440.29;5120.88,JKL,closed
1088350165,Lauren Wallace,985091.08,Loan,1559.18;1353.93;770.55;4830.71;5865.91;2442.33;1641.18;3589.95;8868.44,JKL,inactive
9674016549,Alejandro Diaz,562632.1,Business,5872.35;2490.13;5137.61;4800.14;3110.52;7938.84;8353.7;1595.62;6814.56,DEF,closed
7803977821,Austin Rodriguez,296168.91,Loan,7771.39;6539.33;7588.12;2902.75;2667.15;2322.25;1789.0,JKL,closed
6011184986,Sharon Jennings,539098.11,Loan,9407.64;5748.25;8245.27;6846.93;7076.94;8004.28;9468.04,XYZ,active
3360338832,Donna Sandoval,200420.18,Loan,529.99;2019.76,ABC,inactive
6762401049,Olivia Anderson,345972.05,Loan,5360.33;2018.14;9765.1;3757.47;5103.21;934.84;1084.59,ABC,active
6398736520,Thomas Harper,340484.04,Loan,3797.27;6263.27;8785.97,XYZ,closed
2301695679,Jeffrey Garcia,981802.79,Savings,8712.61;1115.87;823.23,DEF,active
4110586413,Kathleen Nelson,781253.47,Savings,5780.92;4721.8,XYZ,closed
9238274790,Kristin Odom,433498.02,Savings,2543.22;3442.98;1410.63;1161.0;1542.1;9178.93;4994.46;817.79;2971.98,XYZ,inactive
5541350009,Steven Dunn,970037.66,Business,7040.17;5885.33;8894.27,DEF,active
9001018047,Sean Shelton,268199.46,Business,7228.3;1464.22;267.47;3082.06;2204.19;4962.61;9165.03;9357.99;4076.22,DEF,active
7463267239,Ashley Hernandez,517257.42,Personal,9298.81;2837.28;9964.19;832.96,JKL,closed
6045579268,Joseph Rodriguez,550125.27,Loan,4960.84;1587.88;483.53;4889.41;3760.41;5717.02;3351.45;9518.17;4039.92,DEF,active
1108836344,Miguel Hamilton,163200.61,Savings,9924.78;9050.23;7454.81;9991.12;8002.45;862.14;3065.87;1820.03;4219.41,DEF,active
9685349232,Timothy Bray,58675.97,Savings,721.0;2397.88;7332.47,JKL,active
1842895711,Brandy Villa,20637.74,Personal,8662.72;3929.68;8083.5;8485.98;9763.16;4922.76;7158.1;5539.91;6275.55,DEF,closed
9912525776,Melissa Smith,109513.66,Savings,4136.92;6596.33;360.86;9767.81;5370.94;1965.09,JKL,inactive
9176684735,Thomas Simon,997900.6,Business,4015.26;3710.81,ABC,inactive
1935799984,Robert Aguilar,465181.58,Business,8713.47;114.78;7537.93;3544.85;6641.44,DEF,inactive
6927371272,Hunter Anderson,892100.97,Loan,2718.05;6565.89;4247.31;3268.77;9388.16;9880.98;8244.85;4473.44;5223.02;2753.34,DEF,closed
5169191643,John Nunez,977262.59,Savings,6377.28;904.32;1021.26;7538.37;3607.66;2592.02;8274.99;6940.77;1061.14;4252.27,JKL,active
8420156845,James Smith,907567.0,Savings,6376.59;5631.69;9454.3;5277.37;6105.75;2569.74,JKL,closed
8646948619,Deborah Castillo,756343.7,Business,6606.69;3196.32;1334.56;5249.77;2598.74;2686.89;252.81;8468.34;7436.6,XYZ,active
3232091707,Brandon Johnson,926394.45,Savings,2643.18;2980.14;9644.06;7472.6;2220.61;8545.05,JKL,inactive
2020968683,Jennifer Rodriguez,271333.22,Business,2601.78;3325.22;1535.66;4160.27;3464.6;2955.35;926.47,GHI,active
5748394935,Joshua Jenkins,785210.54,Savings,8204.95;4869.28;8604.94;8720.18;4166.21;5521.02;3138.3,JKL,active
3820839151,Elizabeth Mosley,899394.25,Business,2454.56;7347.42;2783.14;8049.64;1201.07,JKL,inactive
1381035969,Kenneth Mcdaniel,735638.68,Savings,5173.52;4872.43;5400.74;5702.39;1485.66;5214.6;2716.87;5753.36,JKL,active
9511932464,Joseph Meyer,624233.74,Savings,956.81;9373.11;4725.23;1743.25;721.57;6701.21,XYZ,active
6038877718,Melissa Keith,373051.64,Savings,753.54;4214.82;2166.18;5409.9;1074.52;2643.18,GHI,active
8880591658,Taylor Zavala,55003.51,Business,3241.65;6783.04;8674.54;8034.71;9560.91;6903.55;7679.63;670.0,DEF,closed
3265324320,Kenneth Jones,545206.52,Loan,4410.49;2127.85;6818.85,JKL,active
5001109889,William Warner,455704.79,Loan,4159.97;4798.39;9134.59;5636.54;9568.22;3561.28;261.73;7991.87,XYZ,inactive
9814554177,Kenneth Cole,321436.27,Loan,1922.39;2534.24;5797.77,DEF,inactive
4068678419,Michelle Thompson,547847.59,Personal,224.39;6742.14;9586.47;2854.59;5285.91,DEF,inactive
2274849273,Mr. Joshua Bishop,196751.94,Business,6618.27;9234.48;7687.3;8471.32;8763.08;9438.43,JKL,closed
4969395158,James Bates,432602.65,Loan,4972.32;8537.24;9678.72;4001.81;8205.11;9672.55;957.29;6061.88;9475.58;5864.76,DEF,inactive
1903139279,Michael Monroe,792944.18,Loan,281.75;4784.75;629.45;7749.56;581.96,GHI,inactive
8512154867,Jordan Blevins,395847.34,Loan,1209.85;1146.32;4548.81;6273.87;2356.35;2485.95;5441.78;9087.27;4653.19,XYZ,closed
2580106370,Jennifer Martin,686554.07,Business,6280.57;6869.32,JKL,inactive
6245931509,Michael Clark,366316.67,Business,5153.64;5847.72;7187.52;9542.08;4860.07;3721.81;720.96;2565.6,XYZ,inactive
2165250193,Holly Shields MD,696429.98,Loan,7755.95;2785.42;1937.81;7968.45;8317.96,XYZ,closed
6528411292,Madeline Brown,56753.0,Personal,8786.18;8317.69;1266.77;430.88;9136.49;5005.09;5364.05;1154.35;7859.95,DEF,active
2058104293,Catherine Buckley,286350.17,Personal,779.55;1891.73;8274.22;6519.85;812.24;4924.14;6557.48;844.72;6134.66;532.51,XYZ,inactive
6242847186,John Goodman,908602.19,Loan,946.61;9046.5;7639.19;3649.44,DEF,active
8907441208,Ryan Martin,893840.72,Loan,8013.45;5982.44;7295.71;4374.66;1887.69;8842.48,GHI,inactive
3223106163,Cassandra Joseph,290970.3,Personal,208.93;4119.74;5396.43;1000.63,JKL,inactive
5773780266,Darren Farrell,353852.39,Savings,9382.75;4582.91,DEF,closed
2999435332,Ricky Ayala,237232.25,Personal,3359.15;5543.1;9635.31;3208.54,DEF,active
6628971375,Victoria Oneill,455133.7,Savings,8342.93;8603.98;5609.6;4806.97;9602.17;5051.61;5619.93,GHI,active
2175104597,Ronald Ellis,596313.38,Savings,289.51;6974.0;9536.28;2687.22,XYZ,inactive
6177327007,Sandy Reyes,829181.39,Savings,2410.6;4725.61;5690.27;2574.84;5808.6;2975.74;1228.03;4194.17;3389.43,XYZ,closed
6751237135,Levi Mcintosh,932577.94,Savings,5625.56;5432.98;2628.64;7938.76;2750.79;7333.07;2367.33;5954.17,ABC,closed
6255179000,Allison Perry,697216.66,Personal,5474.52;2574.35;7933.0;7691.7;7529.03;9987.07;7208.68,DEF,active
6778945813,Charlotte Adams,124885.82,Business,1958.09;8024.12;4834.57;8817.67;5533.43;6834.52;6803.65;5492.47;233.52;2546.44,JKL,closed
7203197826,Amanda Rice,607272.61,Personal,892.88;4066.71;7074.33,XYZ,closed
9558731332,Kathleen Rivera MD,587113.97,Savings,6495.38;9712.41;9850.95;3039.57;4509.62;8951.46;3539.66;988.45;3912.18,GHI,active
2038978128,Steven Smith,800641.94,Loan,7939.51;166.34;9152.5;9631.67;5741.44;5021.72;6222.44;4989.92;5522.67,ABC,closed
5922012768,Ricky Perry,378068.91,Savings,8486.45;6528.02;1285.71;449.63,XYZ,inactive
4982215929,Kristen Garrett,164655.69,Loan,3421.71;2084.16;7942.2;9476.98;8684.3,JKL,closed
3506041048,David Johnson,896670.96,Savings,6964.57;9971.36;5770.87;6237.21,ABC,active
3913329788,Mark Oconnor,4691.24,Loan,5354.72;6161.87;1025.35;9215.6;6682.8;4690.6,XYZ,closed
3869841387,Jonathan Munoz,235441.37,Business,1803.52;1357.12;944.48;2734.57;7076.43,DEF,active
2941008476,Donald Reeves,612724.5,Personal,5166.67;9933.47;6085.41;8260.48;6651.01;8202.78,XYZ,active
3788149807,Danny Spencer,277753.37,Savings,6300.7;2783.83;9319.1;4822.35;2743.13;6936.07;5986.7;3518.34,GHI,closed
8811904261,Allen Brown,772165.54,Loan,201.15;9087.54;2818.49;915.83;1301.16;4578.17;4330.96;2726.7;4712.19,GHI,inactive
8151518483,Sharon Clark,970852.76,Savings,5587.19;9582.28;2335.59;7043.49;1955.53;5191.42;5821.45,GHI,closed
9123653612,Sean Wagner,430993.61,Personal,9984.63;8841.43,JKL,closed
8695092639,Russell Phillips,513677.44,Loan,7009.98;3906.68;8295.31;8774.82;1190.68;8311.01;6992.94,DEF,closed
2586278484,Richard Freeman,446869.77,Business,1074.06;4927.77;8256.98;165.2;3728.09;1287.18;1372.2,JKL,active
3696535408,Michael Brown,571784.99,Savings,5961.83;2699.22;627.9,JKL,active
6429403916,Jennifer Combs,258800.41,Business,4891.49;4889.54;723.26;5975.01;5492.08;2039.91;4958.93,XYZ,inactive
4902363584,Jonathan Burns,119941.7,Loan,1618.55;1223.81;1929.55;8347.81;349.8;7478.63;7467.58;9704.75,ABC,inactive
3809269921,Sarah Dillon,149224.35,Business,1800.72;5467.65,ABC,closed
7112235950,Diane Baker,246176.43,Personal,8298.81;9228.17;8091.74;1424.45,XYZ,closed
3783417380,Ashley Bowen,81909.88,Loan,3666.08;2497.26;6783.38;5484.3;3259.85;218.26;910.75;2054.75,JKL,active
9848634595,Ronald Martin,343560.52,Savings,2545.86;9408.73;2377.12,XYZ,inactive
6428229846,Dominic Avery,504173.87,Savings,4015.12;4242.65;1394.22,ABC,active
1904331505,Lisa Johnson,700958.21,Business,9993.1;6723.64;4019.46;9433.51;3864.35,XYZ,active
8618483037,Michael Wilson,484430.94,Business,4354.26;4850.02;7149.51;2783.39;927.42;319.7;5803.32;5917.81;7870.43;3210.46,GHI,active
6943429320,Joanna Caldwell,718630.63,Personal,5260.8;1197.88;520.31;7438.37;5117.16;1217.8;7354.88,JKL,closed
